"OTUid","Taxon","WHYD200716229_A","ZXL0117_JX","LWM0133_JX","WHYD200513799_A","WHYD200513798_A","CGH0116_C2D1","JFQ0138_JX","SJH0128_JX","YZY0112_C2D15","HM0120_JX","YZR0106_C4","SLM0122_JX","HAH0115_JX","CWZ0121_PD","PXX0136_JX","LMS0134_JX","FMS0129_JX","LGZ0123_JX","WHYD200513772_A","WHYD200716254_A","WHYD200513822_A","WHYD200716230_A","WHYD200513577_A","DGN16SuooMAaA_3_115","WHYD200513786_A","WHYD200513795_A","DGN16SuooMAaA_2_113","WHYD200513812_A","DGN16SuooMAaA_1_115","DGN16SuooMAaA_1_112","DGN16SuooMAaA_2_115","WHYD200513802_A","DGN16SuooMAaA_7_115","DGN16SxfsMAaA_18_115","GXJ0103_C6","FW0124_JX","ZJD0111_C4uiPD","DGN16SxfsMAaA_12_122","YMS0125_JX","DGN16SxfsMCaB_20_109","DGN16SxfsMCaB_19_109","SZL0119_JX","GXJ0103_C8D15","DGN16SxfsMAaA_13_114","DGN16SuooMAaA_4_115","WHYD200513797_A","DGN16SuooMAaA_9_116","DGN16SuooMAaA_2_116","WHYD200716245_A","DGN16SuooMAaA_1_113","WHYD200513785_A","DGN16SuooMAaA_1_116","WHYD200513784_A","WHYD200513815_A","WHYD200513783_A","DGN16SuooMAaA_9_112","DGN16SuooMAaA_7_113","WHYD200513765_A","YGF0137_JX","ZJD0111_JX","FQT0113_JX","FQT0113_C2D15","WHYD200513791_A","DGN16SxfsMAaA_17_112","CGH0116_JX","TWH0126_JX","DGN16SxfsMCaB_21_109","WHYD200513792_A","DGN16SxfsMAaA_12_117","HSR0114_JX","CWZ0121_JX","GZL0140_JX","Rego015","Rego006","WHYD200513800_A","WHYD200513773_A","WY0132_JX","WHYD200513766_A","DGN16SuooMAaA_3_120","DGN16SxfsMAaA_16_119","Rego042","LJK0127_JX","Rego045","DGN16SuooMAaA_4_112","Rego023","Rego020","Rego025","Rego010","Rego083","DGN16SuooMAaA_8_115","WHYD20082037_A","Rego046","Rego071","WHYD20082062_A","CKH0135_JX","Rego061","DGN16SuooMAaA_5_116","DGN16SxfsMCaB_22_109","Rego019","Rego016","Rego069","Rego049","Rego030","Rego035","Rego032","Rego064","Rego054","Rego041","Rego063","YZR0106_C2","WHYD200513813_A"
"OTU4602","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotellaceae_bacterium_DJF_CR25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,488,0,0,0,0,0,0,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4639","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_splanchnicus",0,242,5,0,0,0,0,71,0,0,0,0,0,0,0,398,0,181,0,0,0,0,1,9,54,1,1,0,0,15,1,323,0,32,22,50,0,4,0,0,47,0,61,32,0,0,0,0,0,2,0,1,0,0,31,0,0,0,35,0,1,0,98,0,0,0,0,0,0,176,0,0,0,0,0,18,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4644","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__uncultured_organism_g__Roseburia",3,541,417,8,0,346,79,0,1114,0,0,3980,124,0,2131,176,335,102,13,73,6,0,13,35,1,0,0,46,0,4,0,6,0,3,19,313,77,7,114,1404,7,0,12,9,2,1,0,3,0,0,53,0,103,154,0,0,0,52,0,0,0,0,3,1957,681,3,14,0,30,0,0,0,0,0,0,0,0,0,0,11,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4655","p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae|g__norank_f__Saccharimonadaceae|s__uncultured_bacterium_g__norank_f__Saccharimonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,20,0,1,203,1,7,0,162,0,26,0,0,0,0,0,0,0,0,0,0,0,138,0,90,0,0,0,0,12,0,0,0,1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,4,22,0,0,0,270,0,22,0,3,20,1,1,6,14,2,18,22,2,49,43,0,72,81,0,15,0,2,0,14,9,2,8,10,0,17,0,2
"OTU4656","p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_leadbetteri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,209,0,263,39,290,0,64,0,0,0,0,0,0,0,0,0,0,0,213,0,95,4,0,0,0,121,0,0,0,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,144,0,0,0,0,7,0,51,0,7,83,131,200,0,75,135,24,18,32,281,36,0,58,338,0,257,114,182,0,130,116,25,55,138,1025,50,0,0
"OTU4660","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,0,3,30,130,0,69,0,0,0,0,0,0,0,0,0,0,0,1258,0,8,8,0,107,0,30,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,574,0,0,0,358,28,29,15,45,111,44,79,9,2,9,6,0,49,82,0,52,5,3,1,0,19,48,4,0,3,6,0,0
"OTU4667","p__Verrucomicrobiota|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__unclassified_g__Akkermansia",38,0,1,201,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,1,14633,0,1,1,0,0,0,0,0,7,0,1,0,3,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,119,0,0,38,0,0,0,1,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4673","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__unclassified_g__Bacteroides",16,9,1,40,0,17,0,153,0,11,0,15,1,12,0,76,70,21,79,26,0,96,1,0,7,0,0,22,0,0,0,52,0,7,0,2,0,10,107,0,0,9,26,21,0,33,0,0,0,0,41,0,0,0,14,0,0,1,7,0,0,0,1,0,52,1,16,0,329,20,10,0,0,0,43,0,43,0,0,167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4680","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NC2004_group|s__unclassified_g__Lachnospiraceae_NC2004_group",1,3,17,9,1,5,27,0,4,0,0,25,1,0,23,1,19,2,89,57,3,1,5,4,39,0,0,14,0,0,0,4,0,0,0,0,1,0,0,63,0,0,1,0,0,5,0,0,0,0,54,0,54,250,5,0,0,67,0,0,0,0,1,14,21,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4689","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_UCG-001|s__metagenome_g__Lachnospiraceae_UCG-001",59,45,15,2,0,21,13,2,1,0,0,5,14,0,3,54,5,270,7,10,0,0,341,0,36,0,0,37,0,0,0,33,0,6,1,1,9,0,6,17,2,0,6,1,0,80,0,1,0,1,1,3,12,147,62,0,0,91,0,0,0,11,5,6,16,0,4,0,11,5,0,0,0,0,0,0,1,5,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4693","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__unclassified_g__Prevotella",0,116,72,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,23,0,0,0,0,0,1,0,0,0,17,126,0,0,2,0,0,0,0,6,2,0,0,0,1,0,0,0,1,0,34,131,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4701","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Eubacterium_coprostanoligenes_group|g__norank_f__Eubacterium_coprostanoligenes_group|s__unclassified_g__norank_f__Eubacterium_coprostanoligenes_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4707","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella|s__unclassified_g__Veillonella",124,3,0,23,2,1,0,4,11,6,20,13,73,4,38,12,8,3,58,103,18,58,1,4,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4709","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__unclassified_g__Megasphaera",0,0,14,0,4843,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,542,0,2,3,0,0,0,0,0,3,0,0,0,1,54,0,44,22,0,0,0,310,84,48,32,0,0,0,2849,0,0,0,0,18,0,0,1,10,0,5,9,16,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4711","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_torques_group|s__unclassified_g__Ruminococcus_torques_group",0,1,41,0,1,1,0,10,0,1,0,0,0,0,0,0,0,0,4,1,3,0,170,13,15,1,0,7,1,4,0,78,0,2,5,2,0,2,1,0,1,0,5,0,0,4,0,11,0,0,7,8,635,86,29,1,0,36,3,1,0,0,0,0,0,0,1,7,0,0,4,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4715","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__unclassified_g__Lachnoclostridium",20,0,0,42,0,0,0,0,6,3,0,3,0,0,0,6,13,1,15,54,0,27,28,0,4,0,0,6,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,1,145,8,0,22,1,114,5,0,0,0,0,0,8,5,7,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4716","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group|s__Lachnospiraceae_bacterium_GAM79",6460,10,15,500,2,74,131,81,1,10,0,397,1,0,72,10,21,182,45,724,5,1,3372,16,159,3,0,105,0,9,3,64,0,43,36,0,8,36,36,1,2,0,22,7,2,380,1,23,1,3,125,17,88,425,52,1,1,573,0,16,2,0,132,1,123,2,0,18,266,535,1,3,0,0,1,4,1,82,0,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU4717","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_xylanophilum_group|s__uncultured_bacterium_g__Eubacterium_xylanophilum_group",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,0,225,0,0,0,0,0,0,244,0,0,0,0,0,0,40,0,0,0,1,0,0,12,0,12,0,0,0,0,277,0,1,0,1,62,3,0,10,0,0,0,0,0,0,0,0,110,0,401,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4718","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__unclassified_f__Lachnospiraceae|s__unclassified_f__Lachnospiraceae",1,1,0,2,0,1,0,0,1,24,0,1,0,43,1,8,6,13,2,0,0,0,6,0,0,243,0,1,0,1,0,0,0,0,1,0,0,0,8,21,2,0,0,0,0,1,0,0,0,0,2,0,5,0,1,0,0,0,8,0,0,100,3,15,5,6,1,10,2,7,26,7,0,0,3,12,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,170
"OTU4722","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__uncultured_bacterium_g__Bacteroides",14,0,0,1,0,7,0,111,80,34,0,3,0,13,0,6,4,38,77,3,0,31,0,0,6,0,0,29,0,0,0,50,0,0,1,9,0,0,31,0,1,2,14,17,0,73,0,0,0,0,16,0,22,0,0,0,0,1,16,0,0,1,315,0,19,0,34,68,74,34,24,10,0,0,22,3,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4732","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__uncultured_bacterium_g__Bacteroides",163,44,0,0,0,3,0,0,0,7,0,0,270,2,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,170,0,0,0,0,0,1,0,0,0,0,113,1,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4733","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__uncultured_bacterium_g__Bacteroides",121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1537,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4745","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_ND3007_group|s__metagenome_g__Lachnospiraceae_ND3007_group",191,19,21,363,12,19,8,62,35,0,0,27,98,0,412,51,0,55,0,56,2,6,68,24,70,0,0,27,1,16,1,6,0,1,63,25,9,4,44,415,6,0,81,20,2,25,1,18,6,3,134,14,291,0,71,1,0,36,0,10,0,0,86,471,23,0,0,0,3,0,0,0,0,0,0,0,0,1,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4757","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__UCG-002|s__uncultured_organism_g__UCG-002",0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,1,681,1,0,56,0,3,0,808,0,10,15,14,0,0,1,0,0,0,8,1,1,90,1,2,0,0,79,3,0,906,371,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4761","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__unclassified_f__Lachnospiraceae|s__unclassified_f__Lachnospiraceae",14,0,10,1,0,1,0,25,0,0,0,7,0,0,0,34,11,0,13,35,0,1,95,3,20,0,0,4,0,0,0,58,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,2,1,0,3,5,0,0,1,2,0,0,0,12,0,3,2,0,0,77,134,0,0,0,0,0,3,0,12,0,68,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4764","p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium",5,0,0,92,0,9,0,19,21,50,0,18,4,53,0,3,1,5,77,67,0,133,22,0,0,0,0,322,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,234,0,0,0,0,109,0,58,0,0,0,0,1,236,0,0,0,72,0,1,0,5,145,74,12,84,0,0,0,10,6,0,19,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4779","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__unclassified_g__Alistipes",3,8,18,4,0,2,0,30,0,0,0,1,0,0,0,393,0,164,0,2,0,1,1,1,416,0,0,9,0,0,0,913,0,14,16,10,484,14,440,0,114,0,10,30,0,32,1,2,0,0,4,0,0,0,15,1,0,11,8,478,0,0,3,0,56,0,0,0,0,134,0,0,0,0,1,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4788","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__unclassified_g__Bacteroides",101,4,0,38,3,3,100,1,9,18,34,20,0,7,123,35,7,31,9,27,0,7,1,0,18,200,0,6,0,0,0,25,0,0,1,21,12,1,4,49,7,3,2,7,0,2,0,0,6,0,3,0,242,0,1,0,0,0,2,48,481,16,16,84,5,0,22,36,14,4,1,375,0,0,22,25,62,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,117
"OTU4795","p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__norank_o__Clostridia_UCG-014|g__norank_f__norank_o__Clostridia_UCG-014|s__unclassified_g__norank_f__norank_o__Clostridia_UCG-014",0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,3,0,177,198,288,0,677,0,0,0,0,67,37,0,1,0,0,0,0,0,0,0,30,125,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4800","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__unclassified_g__Megasphaera",0,0,2,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4801","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__unclassified_o__Veillonellales-Selenomonadales|g__unclassified_o__Veillonellales-Selenomonadales|s__unclassified_o__Veillonellales-Selenomonadales",0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,163,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4806","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__unclassified_g__Bacteroides",21,0,1,12,0,2,682,61,522,91,1079,2,0,6,144,5,10,34,31,4,1,1042,0,3,4,0,0,65,0,2,0,6,0,2,0,1,3,2,134,0,6,63,8,2,0,18,0,2,267,1,7,2,3,1,7,0,0,15,1,0,2,1,167,0,36,0,16,4364,135,20,34,438,0,0,7,1,407,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4809","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__unclassified_f__Lachnospiraceae|s__unclassified_f__Lachnospiraceae",5,3,10,20,1,9,23,4,24,20,2,22,13,7,3,4,1,2,8,18,2,55,32,1,21,0,0,6,0,0,0,0,0,1,1,0,1,2,11,14,0,0,0,1,0,13,0,0,0,0,68,0,26,0,0,0,0,5,0,0,0,0,2,12,11,0,0,55,9,6,12,0,0,0,0,0,4,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4814","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__uncultured_organism_g__Bacteroides",1,190,9,2,0,413,0,107,103,746,0,1,0,380,0,0,34,24,26,2,0,307,0,4,4,0,0,246,0,0,0,63,0,6,1,1,17,3,6,0,9,2,16,10,0,407,0,0,0,0,199,0,0,0,7,0,0,4,68,0,2,0,0,0,193,0,399,64,124,31,144,0,0,0,23,0,10,5,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4827","p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__uncultured_organism_g__Parasutterella",0,0,0,0,33,397,4,0,0,682,0,0,0,0,0,0,0,0,0,0,7,736,4,17,96,0,0,2168,0,7,0,152,0,0,0,0,11,0,1086,0,0,0,0,0,1,1256,0,4,0,0,2008,3,0,0,0,0,1,0,0,0,0,0,999,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4831","p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__norank_o__Clostridia_UCG-014|g__norank_f__norank_o__Clostridia_UCG-014|s__gut_metagenome_g__norank_f__norank_o__Clostridia_UCG-014",135,0,70,969,0,32,0,0,0,0,0,93,0,0,0,0,0,3,0,1,0,0,0,0,46,0,0,39,0,0,0,48,0,12,3,17,0,122,0,0,0,0,2,7,0,34,0,0,0,0,7,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4832","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__unclassified_g__Bacteroides",6,16,0,125,0,74,0,12,15,6,0,8,56,30,33,11,36,11,24,27,0,2,0,0,3,0,0,32,0,0,0,2,0,4,2,0,10,0,4,0,2,38,2,7,0,13,0,0,1,0,2,0,2,0,8,0,0,1,0,22,5,0,2,0,17,0,48,21,6,18,16,2,0,0,0,11,4,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4840","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__unclassified_f__Lachnospiraceae|s__unclassified_f__Lachnospiraceae",15,0,0,42,2,0,2,0,1,20,0,16,8,2,6,1,1,13,1,152,4,13,805,2,0,22,0,0,0,1,0,0,0,0,0,0,0,0,3,40,1,0,0,0,0,21,0,0,0,0,9,0,116,0,0,0,0,1,3,79,130,278,30,90,0,1,24,6,3,5,0,0,0,0,2177,17,76,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4841","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_hallii_group|s__unclassified_g__Eubacterium_hallii_group",25,1,0,86,5,5,4,8,0,0,0,0,20,0,0,0,0,0,0,26,11,0,51,28,115,0,1,74,0,26,1,138,0,5,6,1,0,1,3,0,0,2,0,6,0,53,2,15,5,2,275,5,92,0,52,3,0,4,0,0,0,0,0,0,2,0,0,0,16,5,0,0,0,0,1226,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4843","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__unclassified_g__Blautia",0,0,1,2,122,0,59,5,0,53,35,0,0,54,0,2,1,0,2,0,103,1,21,4,3,314,0,2,0,4,1,0,0,0,1,0,0,0,4,4,0,0,0,1,2,0,2,3,0,0,1,0,7,0,0,0,0,1,0,84,0,17,5,8,0,0,2,0,1,2,103,0,0,0,527,0,28,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,73
"OTU4854","p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecalibacterium|s__unclassified_g__Faecalibacterium",120,83,65,157,13,111,220,124,37,108,21,68,186,41,46,75,34,62,79,262,30,111,156,8,137,0,0,85,0,2,0,42,0,98,39,16,12,12,95,202,12,4,64,0,0,259,1,1,1,0,332,0,100,339,72,0,0,228,0,6,0,0,16,40,134,1,0,337,37,45,17,0,0,0,0,0,2,18,0,18,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU4859","p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__unclassified_f__Lachnospiraceae|s__unclassified_f__Lachnospiraceae",28,6,11,76,9,9,82,44,5,89,8,13,0,74,15,40,5,2,54,30,29,56,79,15,94,0,0,435,0,13,1,67,0,0,2,2,11,3,19,67,0,0,1,1,0,135,1,2,6,2,180,1,247,24,63,1,0,52,24,15,319,44,33,134,18,21,8,422,116,180,63,1261,0,0,4,130,237,22,0,207,0,92,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
