OTU,CGH0116_C2D1,CGH0116_JX,CKH0135_JX,CWZ0121_JX,CWZ0121_PD,DGN16SuooMAaA_1_112,DGN16SuooMAaA_1_113,DGN16SuooMAaA_1_115,DGN16SuooMAaA_1_116,DGN16SuooMAaA_2_113,DGN16SuooMAaA_2_115,DGN16SuooMAaA_2_116,DGN16SuooMAaA_3_115,DGN16SuooMAaA_3_120,DGN16SuooMAaA_4_112,DGN16SuooMAaA_4_115,DGN16SuooMAaA_5_116,DGN16SuooMAaA_7_113,DGN16SuooMAaA_7_115,DGN16SuooMAaA_8_115,DGN16SuooMAaA_9_112,DGN16SuooMAaA_9_116,DGN16SxfsMAaA_12_117,DGN16SxfsMAaA_12_122,DGN16SxfsMAaA_13_114,DGN16SxfsMAaA_16_119,DGN16SxfsMAaA_17_112,DGN16SxfsMAaA_18_115,DGN16SxfsMCaB_19_109,DGN16SxfsMCaB_20_109,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_22_109,FMS0129_JX,FQT0113_C2D15,FQT0113_JX,FW0124_JX,GXJ0103_C6,GXJ0103_C8D15,GZL0140_JX,HAH0115_JX,HM0120_JX,HSR0114_JX,JFQ0138_JX,LGZ0123_JX,LJK0127_JX,LMS0134_JX,LWM0133_JX,PXX0136_JX,Rego006,Rego010,Rego015,Rego016,Rego019,Rego020,Rego023,Rego025,Rego030,Rego032,Rego035,Rego041,Rego042,Rego045,Rego046,Rego049,Rego054,Rego061,Rego063,Rego064,Rego069,Rego071,Rego083,SJH0128_JX,SLM0122_JX,SZL0119_JX,TWH0126_JX,WHYD200513577_A,WHYD200513765_A,WHYD200513766_A,WHYD200513772_A,WHYD200513773_A,WHYD200513783_A,WHYD200513784_A,WHYD200513785_A,WHYD200513786_A,WHYD200513791_A,WHYD200513792_A,WHYD200513795_A,WHYD200513797_A,WHYD200513798_A,WHYD200513799_A,WHYD200513800_A,WHYD200513802_A,WHYD200513812_A,WHYD200513813_A,WHYD200513815_A,WHYD200513822_A,WHYD200716229_A,WHYD200716230_A,WHYD200716245_A,WHYD200716254_A,WHYD20082037_A,WHYD20082062_A,WY0132_JX,YGF0137_JX,YMS0125_JX,YZR0106_C2,YZR0106_C4,YZY0112_C2D15,ZJD0111_C4uiPD,ZJD0111_JX,ZXL0117_JX
OTU5564,0,0,0,0,0,1,22,78,44,64,33,3,65,39,31,18,23,32,38,21,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,60,23,9,17,25,15,39,11,28,74,61,3,23,1,38,10,39,52,43,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0
OTU3381,0,0,0,0,0,0,3,3,0,4,1,0,0,1,8,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,2,3,27,0,0,4,1,3,8,3,0,2,0,0,1,3,10,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OTU5544,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,19,12,25,0,0,6,7,1,0,40,2,0,8,2,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU464,0,0,0,0,0,0,0,21,0,13,0,0,0,30,13,101,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,68,7,0,8,59,0,1,0,6,14,0,0,0,0,0,0,47,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3876,0,0,0,0,0,0,0,1,3,5,10,0,0,1,1,1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,2,0,7,3,6,0,4,16,12,0,0,0,4,0,10,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU6216,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2,0,27,5,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU3784,0,0,0,0,0,1,3,0,26,14,2,0,0,0,14,4,69,4,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,16,11,1,0,0,9,8,13,0,6,0,11,21,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
OTU4187,0,0,0,0,0,2,30,13,7,12,11,8,10,5,4,4,6,13,1,2,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,2,13,8,16,29,16,0,9,7,10,54,42,6,9,9,17,26,19,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,5,0,0,0,0,2,0,0,0,0
OTU2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3416,0,0,0,0,4,179,138,71,20,58,80,122,4,75,32,61,98,264,4,25,191,73,0,0,0,1,0,0,1,1,0,9,0,0,105,0,0,1,0,96,10,0,1,0,0,2,0,2,94,131,398,13,124,213,9,20,118,3,52,318,875,9,199,221,9,18,111,279,204,9,49,3,1,0,2,0,0,0,31,21,0,0,0,0,0,0,33,0,3,1,1,0,0,0,0,7,69,3,0,21,20,13,0,0,0,8,39,7,1,0,5
OTU5451,28,42,0,23,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,1,1,0,0,0,0,0,0,9,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,197,0,0,76,313,0,0,0,0,129,1,0,0,0,131,0,57,17,1,287,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2129,754,193,1,286,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32,15,0,0,2,548,0,0,5,2,0,1,0,130,3,0,1,0,139,0,7,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,140,0,0,7,0,0,0,10,317,41,0,0,0,0,62,2,1,0,3,165,0,6,3,12,0,1,10,0,0,3,2,9,0,0,0,0,92,127
OTU5528,0,0,0,0,0,1,0,2,47,17,19,2,0,1,15,6,38,8,3,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,3,21,9,24,0,12,11,11,4,2,2,1,10,12,8,11,21,30,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,0,0,0,0,0,0,0,0,0
OTU5523,0,0,0,0,0,4,0,4,5,36,17,23,1,7,3,56,48,22,9,16,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,5,0,9,7,10,6,4,6,2,0,1,7,1,0,17,8,8,2,2,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,35,0,0,0,0,0,0,0,0,0
OTU5527,0,0,0,0,0,113,154,20,372,137,1725,144,189,181,176,307,257,60,40,48,84,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,18,18,55,39,164,6,10,35,15,26,7,8,0,11,6,22,3,31,47,9,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,373,224,0,0,0,0,0,0,0,0,0
OTU6202,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,4,0,0,8,0,1,0,0,0,0,0,1
OTU2765,20,111,0,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,201,167,0,2,1,0,29,0,79,2,0,6,0,273,0,0,25,48,0,39,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,19,4,1,1,0,0,248,2,20,3,30,6,42,24,0,44,0,25,2,39,68,0,0,0,14,264,1,16,0,0,38,193,491,0,0,7,3,0,3
OTU1524,1,1,81,499,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,32,1,3,9,19,92,2,64,0,3,0,0,0,0,190,7,15,0,14,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,2,2,0,0,0,0,0,0,0,0,0,0,40,0,29,0,31,0,0,12,0,18,1,0,0,0,0,0,86,2,2,0,153,2,4,264,0
OTU5647,0,0,0,0,0,0,1,1,2,4,0,2,9,0,2,2,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,6,25,0,0,6,30,0,1,0,0,0,9,5,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU3654,0,0,0,0,0,0,6,16,4,0,0,0,0,0,1,0,2,2,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,42,20,1,13,13,0,0,28,48,0,1,1,8,77,11,19,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
OTU1329,13,5,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,26,27,0,0,0,0,7,0,0,34,0,18,0,1,1,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0
OTU3808,0,0,0,0,0,0,65,5,34,139,10,2,0,126,21,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,23,1,0,1,27,0,29,23,2,11,0,4,1,0,50,4,39,8,288,124,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU5315,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1140,27,0,0,0,736,0,0
OTU1123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
OTU1560,0,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
OTU42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,22,0,0,0,0,0,0,0,2,6,0,0,0,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,13,0,0,1,0,1,1,10,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2760,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14,6,1,2,0,6,0,10,12,2,112,0,23,0,12,0,6,17,0,2,0,5,3,0,8,0,0,0,0,0,0,0,7,0,1,2
OTU1526,6,6,0,1,7,3,0,0,1,0,1,4,11,0,0,0,0,1,0,0,0,0,8,4,0,48,361,0,15,182,170,735,12,769,348,3,0,0,0,22,81,55,32,94,0,16,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,12,33,63,0,61,12,23,14,184,1,1,0,0,135,0,3,68,10,22,0,35,0,2,8,0,16,0,0,261,28,10,0,12,3,24,271,25
OTU1525,7,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,133,0,0,16,12,0,6,0,0,3,0,0,0,4,0,1,12,0,12,4,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,0,11,0,0,24,15,0,0,0,0,3,0,1,0,0,9,0,6,0,0,1,0,7,0,0,0,0,7,0,0,16,0,0,9
OTU1529,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,32,33,0,1,14,10,4,0,3,25,0,0,0,169,1,22,5,21,1,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,109,2,4,4,5,0,6,0,5,51,34,0,1,0,18,505,2,3,27,2,0,3,3,0,5,0,0,33,20,7,0,12,2,0,58,0
OTU4371,0,0,0,0,0,28,0,4,44,19,28,16,1,2,20,10,84,23,2,15,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,50,10,28,1035,30,350,0,85,157,163,55,13,10,0,4,82,121,170,87,196,181,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,55,0,0,0,0,0,0,0,0,0
OTU5279,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,33,36,1,0,0,1,0,0,5,7,96,0,0,8,5,0,56,7,21,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,35,2,0,0,25,0,1,73,1,0,0,3,0,1,0,71,0,0,288,0,0,0,0,2,0,0,0,0,2,0,0,0,20,0,9
OTU1025,2,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,1,0,0,2,5,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0
OTU4337,0,0,0,0,0,0,0,0,0,1,41,0,0,0,68,7,0,2,30,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,7,0,55,7,0,13,4,44,14,0,1,0,8,0,1,25,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6665,0,0,12,0,0,3,0,0,1,0,1,2,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,5,0,4,0,5,0,0,2,0,0,0,0,0,0,0,0,2,0,0,10,5,1,2,7,0
OTU2343,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5333,197,534,0,417,453,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,53,110,882,0,20,203,0,1383,0,1086,0,1,131,16,102,0,9,890,120,0,503,2,746,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,778,406,2,0,2,3,752,563,48,0,286,7,0,1483,0,166,1,1671,136,135,544,0,0,0,448,1320,34,790,0,0,891,290,781,0,0,1543,924,1625,257
OTU5330,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,5,38,0,3,9,0,4,0,5,0,0,4,0,12,0,0,12,0,0,22,2,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,1,2,9,0,0,2,0,1,0,3,0,10,1,6,2,0,0,0,1,0,0,8,0,0,5,6,22,0,0,8,9,23,11
OTU5335,5,3,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,1,40,0,0,1,0,53,0,15,0,0,0,0,1,0,0,40,2,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,24,0,0,0,0,11,0,0,0,4,0,0,4,0,4,0,2,3,2,2,0,0,0,0,9,0,3,0,0,0,1,18,0,0,32,1,2,6
OTU3842,0,0,0,0,0,0,0,0,0,3,37,0,13,0,12,0,0,0,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,71,16,21,6,0,226,0,0,0,1,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,0,0,7,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6643,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,106,0,0,3,0,0,0,0,0,0,0,95,13,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,28,0,0,555,0,0,0,0,0,0,0,226,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4859,9,18,91,63,74,13,2,0,1,0,1,2,15,0,0,0,0,0,0,0,1,1,116,3,1,207,134,0,0,67,8,1,5,44,319,2,2,1,1261,0,89,180,82,2,92,40,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,13,0,21,79,52,22,54,130,63,247,180,94,33,422,0,135,9,76,4,67,435,1,24,29,28,56,6,30,0,0,237,24,19,0,8,5,11,15,6
OTU6531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,0,0,2,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1569,0,0,53,3,5,11,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,5,24,42,0,26,10,1,21,12,30,0,5,1,11,5,1,0,1,7,0,6,2,8,71,22,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,103,5,126,73,0,5,8,20,60,22,413,18,6,0,0,0,30,7,0,14,0,0,0,0,78,0,0,1,3,2,0,0,3,1,1,4
OTU3807,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,1,0,6,0,4,0,0,0,10,1,0,0,13,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0
OTU5998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,13,0,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,4,0,0,0,1,0,0,0,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
OTU4588,53,8,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,1,1,11,7,6,0,0,0,21,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
OTU537,0,0,2,0,0,3,72,35,21,27,9,18,1,49,11,12,35,49,1,4,31,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,26,2,15,19,36,15,17,7,17,12,28,42,54,12,20,9,17,27,16,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,15,6,0,0,0,1,0,0,0,0,0
OTU3474,0,0,3,0,0,0,10,18,3,14,33,16,3,15,12,15,28,40,8,0,2,1,1,1,0,1,0,0,9,0,3,2,1,0,0,0,0,0,1,4,0,1,0,0,0,0,2,0,14,104,380,8,401,19,1,3,418,265,2114,118,3591,91,3138,7,1050,9,109,130,19,176,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,7,19,1,1,4,0,2,0,0,1,0
OTU1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
OTU5661,0,0,0,0,0,0,1,1,1,0,1,0,0,4,0,34,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,2,3,5,0,0,2,0,0,3,0,1,3,10,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU6400,1,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,37,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,59
OTU1847,1,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,0,11,42,0,0,0,0,5,0,8,0,0,3,1,9,0,0,1,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0,0,0,1,3,3,8,111,7,9,94,2,0,8,0,18,0,23,6,0,0,0,9,8,0,1,0,0,85,3,26,0,0,0,0,0,0
